CI_stem,N12,No of mistletoes,Stand,ID,DBH,Distance from infected stem,Infected,Max_size of mistletoe,Min distance to mistletoe 120cm in diameter,Min distance to mistletoe 100cm in diameter,Min distance to mistletoe 50cm in diameter,Min distance to mistletoe
9.462454982,49,0,äobes,1184,14,2.73032,0,0,22.40736,12.37429,12.23344,2.73032
8.788062348,51,0,äobes,1188,16,5.34937,0,0,22.62648,10.68543,10.35981,5.34937
18.27070027,51,0,äobes,1187,8,4.80714,0,0,22.4515,11.03114,10.73707,4.80714
4.967537622,50,0,äobes,1179,22,5.07324,0,0,22.9158,7.8099,7.8099,5.07324
3.684951583,26,0,äobes,1389,31,2.27456,0,0,20.32739,17.41521,2.27456,2.27456
6.915660618,23,0,äobes,1392,19,3.71087,0,0,18.50252,17.91268,3.71087,3.71087
5.951054172,33,0,äobes,55,21,6.87027,0,0,44.77187,25.00415,6.87027,6.87027
6.479061411,43,0,äobes,1534,20,4.31586,0,0,46.66612,24.81716,4.31586,4.31586
4.556666557,22,0,äobes,1391,27,3.51831,0,0,18.28078,17.64245,3.51831,3.51831
6.518923773,25,0,äobes,1388,19,2.03408,0,0,20.23097,17.10661,2.03408,2.03408
8.209311881,35,0,äobes,56,16,7.54983,0,0,44.89364,25.69767,7.54983,7.54983
5.334044194,29,0,äobes,1383,18,4.06139,0,0,22.0493,17.33209,4.06139,4.06139
4.130271677,45,0,äobes,1180,25,4.26047,0,0,22.17611,8.61206,8.61206,4.26047
4.704867089,46,0,äobes,1580,29,1.86039,0,0,44.88466,23.1396,1.86039,1.86039
5.88456788,25,0,äobes,1387,21,1.76016,0,0,19.87163,16.90476,1.76016,1.76016
5.011512266,36,0,äobes,1543,21,6.32851,0,0,40.52128,20.19235,6.32851,6.32851
4.300201464,36,0,äobes,1373,25,5.34548,0,0,28.89901,7.066,5.34548,5.34548
5.699448284,35,0,äobes,1544,18,9.49089,0,0,38.84876,19.58746,9.49089,9.49089
4.050103101,21,0,äobes,1390,27,3.33627,0,0,17.53947,16.96664,3.33627,3.33627
9.554370708,43,0,äobes,1577,15,0.8265,0,0,43.37045,21.76572,0.8265,0.8265
4.079665648,50,1,äobes,1182,30,12.87053,1,50,20.50769,12.87053,12.87053,12.87053
3.867088043,28,0,äobes,1467,28,6.99123,0,0,29.30828,23.79196,6.99123,6.99123
8.109679766,47,0,äobes,1186,16,3.95282,0,0,20.56719,12.88423,12.55599,3.95282
8.61817708,39,0,äobes,1485,16,5.12208,0,0,34.79378,21.87521,5.12208,5.12208
1.77640011,19,2,äobes,84,36,8.65848,1,80,39.84373,15.64202,8.65848,8.65848
6.441939554,48,0,äobes,1185,20,3.49,0,0,20.36299,13.2418,12.93398,3.49
3.076901736,40,0,äobes,1382,36,7.23745,0,0,23.57783,16.15604,7.23745,7.23745
6.881263541,39,0,äobes,1486,20,5.18072,0,0,34.54728,21.97672,5.18072,5.18072
5.36956788,39,1,äobes,1578,25,7.92401,1,80,43.02518,21.30734,15.36777,7.92401
0.942212155,17,0,äobes,1398,48,6.44577,0,0,15.19178,15.19178,12.10404,6.44577
4.628359349,48,0,äobes,1183,26,1.90348,0,0,20.02087,14.31032,14.07637,1.90348
5.156715371,36,0,äobes,1374,22,6.39933,0,0,29.04805,8.75536,6.39933,6.39933
6.703157335,39,0,äobes,1579,20,1.26778,0,0,43.64434,21.77215,1.26778,1.26778
4.100991634,25,4,äobes,1386,27,0.52602,1,75,18.08539,15.30076,0.52602,0.52602
3.922663586,28,0,äobes,1466,28,6.80548,0,0,29.81241,24.60307,6.80548,6.80548
3.93073828,25,3,äobes,1385,28,0.52602,1,75,18.30652,15.17091,0.52602,0.52602
4.149286165,52,0,äobes,1181,29,1.07075,0,0,19.72414,12.49431,12.49431,1.07075
6.050785874,28,0,äobes,1468,19,6.12629,0,0,28.52005,24.44736,6.12629,6.12629
5.280388277,28,0,äobes,1384,20,1.85609,0,0,19.39328,15.10892,1.85609,1.85609
6.772576491,39,0,äobes,1487,20,5.74767,0,0,34.10204,21.35428,5.74767,5.74767
5.673195559,31,0,äobes,1464,20,6.43405,0,0,32.35025,23.43097,6.43405,6.43405
4.420108416,35,0,äobes,1375,25,7.05047,0,0,27.92235,8.29583,7.05047,7.05047
4.179147098,27,0,äobes,1469,26,5.81897,0,0,28.55041,24.91431,5.81897,5.81897
4.177876269,41,0,äobes,1575,32,3.30632,0,0,40.20528,18.84788,3.30632,3.30632
7.221814527,31,0,äobes,1465,16,7.33979,0,0,31.32343,23.41831,7.33979,7.33979
8.227864538,42,0,äobes,1488,17,7.25084,0,0,33.36883,19.64604,7.25084,7.25084
7.064740479,21,0,äobes,1396,11,4.61929,0,0,14.77772,14.77772,4.61929,4.61929
4.572090639,41,0,äobes,1379,30,9.64919,0,0,25.02883,13.786,9.64919,9.64919
6.164685481,39,0,äobes,1377,23,9.98297,0,0,24.49088,14.34951,9.98297,9.98297
5.754544668,39,0,äobes,1489,23,7.86989,0,0,32.85129,19.03099,7.86989,7.86989
5.768005513,35,0,äobes,1329,18,6.93529,0,0,25.69804,7.88426,6.93529,6.93529
5.757359752,39,0,äobes,1376,24,9.81492,0,0,24.06367,14.74737,9.81492,9.81492
5.328865964,45,0,äobes,53,22,7.88724,0,0,40.70286,24.66146,8.97302,7.88724
4.099168979,37,0,äobes,1535,28,4.45531,0,0,42.91431,20.76672,4.45531,4.45531
4.952867095,38,0,äobes,1378,26,9.69043,0,0,24.61612,14.14013,9.69043,9.69043
4.56338574,37,0,äobes,1490,28,9.18419,0,0,31.82587,17.71714,9.18419,9.18419
7.277579143,35,0,äobes,1573,20,6.67339,0,0,36.98894,16.02985,6.67339,6.67339
2.730566496,29,0,äobes,86,30,6.41693,0,0,37.43581,21.82307,6.41693,6.41693
5.225203078,37,0,äobes,1545,24,9.34441,0,0,35.35384,15.32189,9.34441,9.34441
4.201667481,36,0,äobes,1491,29,8.95458,0,0,31.46889,17.22613,9.67305,8.95458
6.739016512,35,0,äobes,1574,22,6.73794,0,0,36.72346,15.65427,6.73794,6.73794
5.006494756,39,0,äobes,1546,25,9.49817,0,0,34.51311,14.75477,10.29408,9.49817
5.173116298,36,0,äobes,1326,19,7.06053,0,0,20.82646,7.98112,7.06053,7.06053
4.643716538,39,0,äobes,1325,22,8.05973,0,0,19.92204,8.19103,8.05973,8.05973
6.629436986,37,0,äobes,1572,22,7.6011,0,0,35.91614,14.97561,7.6011,7.6011
4.00997635,48,0,äobes,1632,26,6.01551,0,0,16.44734,12.00606,12.00606,6.01551
6.331563581,36,0,äobes,1568,25,5.29295,0,0,37.74392,16.0412,5.29295,5.29295
4.924976404,38,0,äobes,1566,30,4.83925,0,0,38.40172,16.52338,4.83925,4.83925
4.816825514,33,0,äobes,1381,20,6.45978,0,0,19.88983,12.1413,6.45978,6.45978
6.819817277,31,0,äobes,1380,15,7.38946,0,0,22.15677,13.428,7.38946,7.38946
5.165108798,33,0,äobes,1569,29,5.8668,0,0,37.17071,15.47278,5.8668,5.8668
3.831443974,30,0,äobes,1512,27,4.08318,0,0,28.40661,22.26352,4.08318,4.08318
6.254514605,35,0,äobes,1567,25,5.54769,0,0,37.47098,15.6566,5.65318,5.54769
4.01033389,35,0,äobes,1371,28,4.8284,0,0,25.77247,11.94047,4.8284,4.8284
2.787957151,26,0,äobes,44,34,10.8412,0,0,34.42874,17.72352,10.8412,10.8412
3.045377208,26,0,äobes,43,32,10.50426,0,0,34.27841,17.8307,10.50426,10.50426
6.074881537,14,0,äobes,1399,7,10.62589,0,0,10.62589,10.62589,10.62589,10.62589
4.169192522,30,0,äobes,1513,25,4.28164,0,0,28.55507,21.69772,4.28164,4.28164
6.162910503,36,0,äobes,1372,19,4.08214,0,0,24.83262,11.5637,4.08214,4.08214
7.764057264,35,0,äobes,1571,18,8.00672,0,0,35.15713,13.92827,8.00672,8.00672
1.745265672,18,0,äobes,1510,29,3.7641,0,0,21.31062,20.07687,3.7641,3.7641
6.362519996,42,0,äobes,1328,18,4.03621,0,0,21.57941,9.95987,4.03621,4.03621
5.185663767,39,0,äobes,1536,24,2.07617,0,0,40.85447,18.67039,6.46003,2.07617
7.130625707,41,0,äobes,1327,16,4.62554,0,0,20.72575,9.82549,4.62554,4.62554
9.809705959,35,0,äobes,1570,14,8.12312,0,0,34.82413,13.4687,8.25318,8.12312
6.234382967,45,0,äobes,1324,20,8.81273,0,0,17.17537,10.61846,8.81273,8.81273
5.639154342,32,0,äobes,1492,18,9.29797,0,0,28.41283,17.40145,9.39065,9.29797
4.721001201,23,0,äobes,48,19,6.7056,0,0,33.93725,22.08361,6.7056,6.7056
2.090583407,23,1,äobes,1511,32,14.50463,1,80,24.32568,21.70021,14.50463,14.50463
5.62080193,44,0,äobes,1323,22,9.14188,0,0,16.55701,11.17689,9.14188,9.14188
6.287673964,37,0,äobes,1370,19,4.07708,0,0,25.26613,13.06124,4.07708,4.07708
3.337515073,24,0,äobes,49,26,7.20155,0,0,33.65044,22.62184,7.20155,7.20155
4.883202445,22,0,äobes,45,15,7.42092,0,0,32.78449,20.27269,7.42092,7.42092
4.158907983,33,0,äobes,1547,24,6.21668,0,0,31.24924,12.07851,12.07851,6.21668
3.162998379,29,0,äobes,1397,22,8.76216,0,0,9.42138,9.42138,8.76216,8.76216
6.038711024,24,0,äobes,42,15,10.64856,0,0,32.38229,19.69031,10.64856,10.64856
6.944778659,41,0,äobes,1322,17,10.20096,0,0,15.17297,12.42945,10.20096,10.20096
5.973808803,38,0,äobes,1564,25,2.18488,0,0,37.50037,15.3271,7.42577,2.18488
5.333026322,37,0,äobes,1565,27,2.55052,0,0,37.20166,15.03611,7.48486,2.55052
3.632245385,35,1,äobes,1537,33,7.92401,1,20,38.95499,16.78403,7.92401,7.92401
5.503072996,46,0,äobes,1303,20,8.0985,0,0,12.4422,12.4422,12.4422,8.0985
4.615433813,20,0,äobes,41,17,10.50867,0,0,31.69192,20.4113,10.50867,10.50867
5.290745443,39,0,äobes,1563,27,1.65566,0,0,37.56682,15.38269,7.91445,1.65566
2.136883495,23,0,äobes,46,35,8.17593,0,0,31.76196,22.68903,8.17593,8.17593
3.001460886,26,0,äobes,47,29,8.59443,0,0,32.03507,23.78501,8.59443,8.59443
5.171065654,46,0,äobes,1302,21,8.6669,0,0,11.88935,11.88935,11.88935,8.6669
9.083086172,55,0,äobes,1225,17,11.24983,0,0,18.35177,11.37998,11.24983,11.24983
6.47892147,52,0,äobes,1228,21,12.55991,0,0,16.94602,12.71922,12.55991,12.55991
9.521738979,52,0,äobes,1226,16,11.51906,0,0,18.16488,11.63611,11.51906,11.51906
5.072118039,39,0,äobes,1368,23,3.43114,0,0,24.36012,15.10951,3.43114,3.43114
5.852186755,57,0,äobes,1227,26,11.08258,0,0,18.74634,11.1791,11.08258,11.08258
7.787276664,42,0,äobes,1369,16,2.52115,0,0,23.53657,14.67872,2.52115,2.52115
4.939607307,47,3,äobes,1330,25,10.15299,1,60,21.22758,13.87742,13.60769,10.15299
2.939954253,27,0,äobes,1514,35,5.18478,0,0,25.57612,13.07543,12.49421,5.18478
3.658187555,27,0,äobes,1515,29,4.56362,0,0,25.55157,12.51805,12.51805,4.56362
6.321308931,41,0,äobes,1304,18,10.22518,0,0,10.71928,10.71928,10.71928,10.22518
6.258487427,51,0,äobes,1300,20,11.65063,0,0,11.65063,11.65063,11.65063,11.65063
6.211828269,50,0,äobes,1301,20,11.38036,0,0,11.38036,11.38036,11.38036,11.38036
6.159209097,55,0,äobes,1229,23,11.23767,0,0,15.13944,14.53368,14.3791,11.23767
4.092655621,49,0,äobes,1230,31,11.37162,0,0,14.33871,14.33871,14.33871,11.37162
2.545486235,32,0,äobes,1493,32,6.78595,0,0,24.1541,17.94634,6.78595,6.78595
3.255730499,27,0,äobes,1516,31,4.94351,0,0,24.83181,12.58895,12.58895,4.94351
4.020356546,37,0,äobes,1367,25,4.37286,0,0,24.37076,14.23907,4.37286,4.37286
2.846176228,27,0,äobes,1426,32,3.23908,0,0,19.29112,8.8265,3.23908,3.23908
3.467873804,27,0,äobes,1425,28,2.08863,0,0,18.14998,7.87686,2.08863,2.08863
4.048475657,31,0,äobes,1548,27,5.1523,0,0,28.64307,8.08729,8.08729,5.1523
6.00416226,42,0,äobes,1311,23,9.40523,0,0,12.9468,12.9468,9.40523,9.40523
5.121917748,24,0,äobes,1402,21,7.78452,0,0,7.78452,7.78452,7.78452,7.78452
5.107229675,23,0,äobes,1404,20,8.17332,0,0,8.17332,8.17332,8.17332,8.17332
3.919416868,36,0,äobes,1562,27,3.25703,0,0,36.79053,14.81592,11.07445,3.25703
4.066528574,44,0,äobes,1317,30,10.34193,0,0,10.34193,10.34193,10.34193,10.34193
6.88706668,46,0,äobes,1321,21,7.12218,0,0,14.53331,14.53331,7.12218,7.12218
3.229114865,23,0,äobes,1401,29,6.51346,0,0,6.51346,6.51346,6.51346,6.51346
8.31308037,45,0,äobes,1312,17,10.90321,0,0,11.79148,11.79148,10.90321,10.90321
3.536313064,26,0,äobes,52,29,12.61388,0,0,30.77938,25.92562,13.08981,12.61388
2.910273436,29,2,äobes,1424,34,4.76764,1,60,16.06141,6.06542,4.76764,4.76764
10.4905117,42,0,äobes,1310,14,9.36764,0,0,12.7992,12.7992,9.36764,9.36764
5.354316472,26,0,äobes,50,20,12.87258,0,0,30.40079,26.51982,12.87258,12.87258
4.361361613,31,0,äobes,1423,25,0.64312,0,0,15.41837,5.53788,0.64312,0.64312
3.928420882,24,0,äobes,1403,26,7.53678,0,0,7.53678,7.53678,7.53678,7.53678
7.854845055,46,0,äobes,1320,19,7.25787,0,0,14.258,14.258,7.25787,7.25787
3.448167165,26,0,äobes,51,30,12.97118,0,0,30.27062,26.02511,13.35176,12.97118
3.599245924,32,0,äobes,1549,30,5.67249,0,0,28.37729,7.36629,7.36629,5.67249
3.713492141,30,0,äobes,1550,28,4.73452,0,0,27.57589,6.97649,6.97649,4.73452
4.866671983,38,0,äobes,1299,22,8.59272,0,0,8.59272,8.59272,8.59272,8.59272
3.973858115,25,1,äobes,1551,23,8.32614,1,30,25.08248,8.32614,8.32614,8.32614
4.926027722,25,0,äobes,1552,19,0.32121,0,0,24.88374,8.00896,8.00896,0.32121
5.920752682,45,0,äobes,1313,23,10.17256,0,0,10.17256,10.17256,10.17256,10.17256
8.76737511,47,0,äobes,1319,17,7.08908,0,0,14.15825,14.15825,7.08908,7.08908
10.70692638,46,0,äobes,1309,14,9.89844,0,0,11.64035,11.64035,9.89844,9.89844
8.862123919,47,0,äobes,1318,17,7.71027,0,0,13.53847,13.53847,7.71027,7.71027
10.0016615,51,0,äobes,1251,14,8.67884,0,0,16.17434,14.81695,14.77297,8.67884
4.446248779,44,0,äobes,1250,26,9.74503,0,0,10.51185,10.51185,10.51185,9.74503
4.54711302,31,0,äobes,1541,27,8.84454,0,0,31.417,20.56664,15.9243,8.84454
4.12837978,25,0,äobes,1508,22,8.70575,0,0,17.07089,12.99965,8.70575,8.70575
2.639772586,26,0,äobes,1509,33,9.27442,0,0,16.26419,12.43738,9.27442,9.27442
5.550733022,50,0,äobes,1253,24,9.41269,0,0,18.31003,13.91005,13.91005,9.41269
6.148380414,35,0,äobes,1298,18,7.59127,0,0,7.59127,7.59127,7.59127,7.59127
5.899165843,31,0,äobes,1540,22,9.15383,0,0,31.05491,20.58848,16.27974,9.15383
4.976156156,48,0,äobes,1332,25,5.02953,0,0,16.83681,16.83681,5.02953,5.02953
4.127010355,24,0,äobes,107,21,14.87018,0,0,26.13436,25.97157,14.87018,14.87018
3.645504262,25,0,äobes,106,24,15.0604,0,0,26.1416,25.9418,15.0604,15.0604
5.623386612,30,0,äobes,1539,22,8.96524,0,0,31.10736,20.1531,16.20758,8.96524
4.070923069,29,0,äobes,1542,27,10.32302,0,0,30.115,21.62295,17.29395,10.32302
5.370224768,50,0,äobes,1252,25,8.48015,0,0,17.41735,14.80977,14.80977,8.48015
5.437219336,41,0,äobes,1316,22,7.3235,0,0,7.3235,7.3235,7.3235,7.3235
5.85757473,49,0,äobes,1237,25,7.42369,0,0,13.22989,13.22989,13.22989,7.42369
4.804345532,41,0,äobes,1315,25,7.53961,0,0,7.53961,7.53961,7.53961,7.53961
5.97199726,36,0,äobes,1297,19,6.82995,0,0,6.82995,6.82995,6.82995,6.82995
4.720048272,39,0,äobes,1296,24,6.08621,0,0,6.08621,6.08621,6.08621,6.08621
6.215391483,49,0,äobes,1307,24,10.04922,0,0,11.17838,11.17838,10.04922,10.04922
6.096034149,49,0,äobes,1236,24,7.02951,0,0,12.44712,12.44712,12.44712,7.02951
2.674618828,26,0,äobes,1418,33,0.76528,0,0,0.76528,0.76528,0.76528,0.76528
7.612309225,51,0,äobes,1235,20,6.65751,0,0,13.02354,13.02354,13.02354,6.65751
3.249078888,21,3,äobes,1354,32,1.05042,1,75,12.6099,1.33581,1.05042,1.05042
6.82855316,51,0,äobes,1308,22,10.23925,0,0,10.23925,10.23925,10.23925,10.23925
4.223615287,38,0,äobes,1295,26,5.76121,0,0,5.76121,5.76121,5.76121,5.76121
4.700883819,25,0,äobes,93,19,13.52621,0,0,27.44006,24.16784,17.05192,13.52621
4.227009088,25,0,äobes,1355,28,0.51313,0,0,11.57166,0.51313,0.51313,0.51313
3.338009995,26,1,äobes,1417,28,10.60632,1,120,31.70684,10.60632,10.60632,10.60632
3.008474291,26,0,äobes,105,26,17.00911,0,0,24.23984,24.23984,17.00911,17.00911
4.589129135,24,1,äobes,1356,26,0.83876,1,100,11.54352,11.54352,0.83876,0.83876
3.204871179,27,0,äobes,1407,28,7.9327,0,0,12.43253,7.9327,7.9327,7.9327
4.215068649,22,1,äobes,1357,27,0.83876,1,75,12.36267,0.83876,0.83876,0.83876
2.852333676,21,0,äobes,1353,32,1.74719,0,0,14.10763,2.57912,1.74719,1.74719
3.277480016,25,0,äobes,1494,27,10.19082,0,0,18.40751,12.50872,10.19082,10.19082
8.033444271,49,0,äobes,1334,18,7.73292,0,0,15.49302,15.49302,7.73292,7.73292
2.8848796,25,0,äobes,1495,30,10.60977,0,0,18.03779,12.14483,10.60977,10.60977
5.262645536,44,0,äobes,1333,25,8.85297,0,0,13.60833,13.60833,8.85297,8.85297
2.78682075,31,3,äobes,1350,30,8.42955,1,50,21.03356,10.43509,8.42955,8.42955
10.23866685,46,0,äobes,1314,12,7.10737,0,0,7.10737,7.10737,7.10737,7.10737
3.64601448,29,0,äobes,1561,28,9.72529,0,0,30.51736,16.25,16.25,9.72529
4.346775732,28,0,äobes,1408,26,5.5344,0,0,8.59461,5.5344,5.5344,5.5344
6.83691202,48,0,äobes,1335,21,8.31045,0,0,15.39731,15.39731,8.31045,8.31045
3.700671306,26,0,äobes,1505,31,11.09203,0,0,17.65948,11.09203,11.09203,11.09203
5.924543477,45,0,äobes,1336,22,8.16255,0,0,16.09144,16.09144,8.16255,8.16255
6.259243771,26,0,äobes,1504,20,11.02685,0,0,17.63853,11.02685,11.02685,11.02685
6.985956568,48,0,äobes,1234,20,5.3504,0,0,9.75752,9.75752,9.75752,5.3504
4.166354675,40,0,äobes,1305,30,10.98596,0,0,10.98596,10.98596,10.98596,10.98596
5.172228089,29,0,äobes,1409,23,5.01371,0,0,8.29224,5.01371,5.01371,5.01371
3.10265215,33,0,äobes,1352,28,1.0103,0,0,20.02341,11.0566,9.39233,1.0103
18.66834871,47,0,äobes,1233,8,5.03152,0,0,9.74439,9.74439,9.74439,5.03152
4.43010331,28,0,äobes,1410,26,4.88618,0,0,8.71136,4.88618,4.88618,4.88618
3.16205835,25,0,äobes,1412,32,3.80877,0,0,3.80877,3.80877,3.80877,3.80877
5.229805563,47,0,äobes,1232,26,4.49546,0,0,10.19347,10.19347,10.19347,4.49546
3.764225566,25,0,äobes,1507,30,11.91432,0,0,18.97573,11.91432,11.91432,11.91432
4.305087976,40,0,äobes,1306,28,9.96076,0,0,9.96076,9.96076,9.96076,9.96076
3.230874758,24,0,äobes,1506,34,11.57424,0,0,18.76326,11.57424,11.57424,11.57424
5.330802717,31,0,äobes,94,20,18.12367,0,0,22.85649,22.85649,18.12367,18.12367
3.732923144,28,0,äobes,1560,24,10.44952,0,0,31.52612,11.17948,11.17948,10.44952
6.610691558,25,0,äobes,1414,17,4.29816,0,0,4.29816,4.29816,4.29816,4.29816
17.63274916,38,0,äobes,1337,6,7.74165,0,0,16.46255,16.46255,9.08943,7.74165
5.190643815,26,0,äobes,1413,21,4.06007,0,0,4.06007,4.06007,4.06007,4.06007
4.05367743,24,0,äobes,1557,20,8.15853,0,0,28.81807,8.15853,8.15853,8.15853
16.40861158,30,0,äobes,1411,7,3.96642,0,0,8.06218,3.96642,3.96642,3.96642
4.434686763,29,0,äobes,96,23,18.632,0,0,22.23475,22.23475,18.632,18.632
3.967432729,30,0,äobes,95,26,18.73412,0,0,22.35733,22.33492,18.73412,18.73412
8.284738473,54,0,äobes,1238,18,2.80598,0,0,12.85632,12.85632,12.85632,2.80598
2.817146595,21,0,äobes,1359,30,3.9349,0,0,9.86131,3.9349,3.9349,3.9349
1.751441549,20,2,äobes,1555,42,8.32614,1,100,22.18415,19.40423,18.6404,8.32614
4.029525954,32,0,äobes,89,33,12.23865,0,0,27.94741,17.649,17.649,12.23865
5.147806515,33,0,äobes,91,24,13.15479,0,0,26.69273,19.55202,19.55202,13.15479
7.981358417,50,0,äobes,1239,18,2.34822,0,0,12.2506,12.2506,12.2506,2.34822
3.371696766,23,0,äobes,1358,27,3.59571,0,0,11.94553,3.64854,3.59571,3.59571
4.216738609,19,0,äobes,1553,14,8.86345,0,0,16.31164,9.50712,9.50712,8.86345
3.748007288,32,0,äobes,88,35,12.56471,0,0,27.83725,17.25248,17.25248,12.56471
4.69727929,33,0,äobes,90,29,13.17542,0,0,26.90997,18.50824,18.50824,13.17542
4.194341177,41,0,äobes,1338,26,9.61546,0,0,14.98131,14.98131,10.50092,9.61546
9.376269897,38,0,äobes,1339,13,11.51891,0,0,12.9877,12.9877,11.51891,11.51891
4.41507814,40,0,äobes,1294,22,0.73447,0,0,0.73447,0.73447,0.73447,0.73447
2.521820828,26,0,äobes,1420,32,5.75658,0,0,6.53656,6.53656,5.75658,5.75658
8.000471131,38,0,äobes,1340,15,11.8191,0,0,12.46197,12.46197,11.8191,11.8191
1.78385304,21,0,äobes,1556,43,0.95261,0,0,22.12134,0.95261,0.95261,0.95261
3.618452073,27,0,äobes,1415,26,5.31218,0,0,5.31218,5.31218,5.31218,5.31218
2.690291152,21,0,äobes,1554,24,5.08169,0,0,18.2826,5.08169,5.08169,5.08169
3.437715192,24,0,äobes,1559,24,9.62275,0,0,29.31968,9.62275,9.62275,9.62275
6.899267057,21,0,äobes,1558,12,8.58445,0,0,28.32743,8.58445,8.58445,8.58445
2.666087509,21,0,äobes,1499,30,10.23905,0,0,15.83087,10.23905,10.23905,10.23905
8.695658675,26,0,äobes,1360,11,5.64162,0,0,9.48324,5.72204,5.64162,5.64162
4.352598296,40,1,äobes,1293,22,12.49802,1,120,19.88184,19.88184,19.88184,12.49802
4.248174018,36,0,äobes,87,32,13.59398,0,0,26.79294,17.90904,17.90904,13.59398
3.70534407,42,0,äobes,1231,28,6.05789,0,0,6.45279,6.45279,6.45279,6.05789
2.876569633,19,0,äobes,1497,31,7.70487,0,0,13.60342,7.70487,7.70487,7.70487
4.026657674,43,0,äobes,1292,24,5.86307,0,0,5.86307,5.86307,5.86307,5.86307
9.292519966,22,0,äobes,1361,9,5.84421,0,0,13.53752,6.05369,5.84421,5.84421
2.819562391,27,0,äobes,1500,32,10.39491,0,0,16.12413,10.39491,10.39491,10.39491
3.478849213,25,0,äobes,1501,25,8.40242,0,0,17.36174,8.40242,8.40242,8.40242
3.442745645,20,0,äobes,103,28,15.80024,0,0,17.701,17.701,17.701,15.80024
5.729405089,38,0,äobes,92,20,16.19626,0,0,23.82533,17.47343,16.58327,16.19626
3.209358905,27,0,äobes,1503,27,4.10663,0,0,13.72068,4.10663,4.10663,4.10663
4.325839444,25,0,äobes,1502,20,5.16156,0,0,14.69186,5.16156,5.16156,5.16156
2.449525975,19,0,äobes,102,36,15.78323,0,0,17.35602,17.35602,17.35602,15.78323
