CI_stem,N12,No of mistletoes,Stand,ID,DBH,Distance from infected stem,Infected,Max_size of mistletoe,Min distance to mistletoe 120cm in diameter,Min distance to mistletoe 100cm in diameter,Min distance to mistletoe 50cm in diameter,Min distance to mistletoe
2.745446727,21,0,äobes,104,34,15.36741,0,0,17.33417,17.33417,17.33417,15.36741
5.001257155,30,0,äobes,1422,17,4.22143,0,0,7.4823,7.4823,4.22143,4.22143
2.418326164,32,1,äobes,1416,35,10.60632,1,100,10.60632,10.60632,10.60632,10.60632
2.585790151,20,0,äobes,204,30,5.95081,0,0,23.22738,5.95081,5.95081,5.95081
2.098890224,23,0,äobes,205,31,9.1992,0,0,13.46529,9.51808,9.1992,9.1992
1.632200213,23,0,äobes,1364,40,7.90101,0,0,17.30131,8.43769,7.90101,7.90101
3.453780466,29,0,äobes,1362,25,4.31651,0,0,12.41407,7.96369,4.31651,4.31651
2.314360732,21,0,äobes,97,31,17.0469,0,0,17.0469,17.0469,17.0469,17.0469
3.569809018,18,0,äobes,203,22,5.96212,0,0,22.46328,5.96212,5.96212,5.96212
4.407953559,37,0,äobes,1341,25,10.71606,0,0,10.71606,10.71606,10.71606,10.71606
5.33184993,34,0,äobes,1344,21,10.36445,0,0,10.36445,10.36445,10.36445,10.36445
5.469882087,39,0,äobes,1243,22,5.16953,0,0,9.06316,9.06316,9.06316,5.16953
4.022756313,29,0,äobes,195,24,14.30824,0,0,27.78632,14.30824,14.30824,14.30824
4.338456044,37,0,äobes,1343,28,10.0907,0,0,10.0907,10.0907,10.0907,10.0907
2.295163705,23,0,äobes,1346,28,8.78473,0,0,12.32617,11.87009,11.87009,8.78473
6.590119602,36,0,äobes,1342,19,9.92552,0,0,9.92552,9.92552,9.92552,9.92552
2.61568855,18,0,äobes,1365,20,8.07602,0,0,15.29404,9.03998,9.03998,8.07602
7.488481442,18,0,äobes,101,10,15.34315,0,0,15.34315,15.34315,15.34315,15.34315
8.951774053,37,0,äobes,1291,10,7.97964,0,0,7.97964,7.97964,7.97964,7.97964
2.590573763,31,0,äobes,194,36,13.43393,0,0,28.5146,13.43393,13.43393,13.43393
6.100204749,20,0,äobes,1366,10,8.33263,0,0,14.09015,9.53877,9.53877,8.33263
5.18044056,36,0,äobes,1345,22,9.27435,0,0,9.27435,9.27435,9.27435,9.27435
2.39767167,34,6,äobes,1421,38,11.3146,1,60,11.4539,11.3146,11.3146,11.3146
4.396988198,19,0,äobes,209,16,3.06588,0,0,8.84141,3.31651,3.06588,3.06588
3.036232747,31,0,äobes,1363,27,6.92164,0,0,16.19506,8.3195,6.92164,6.92164
3.012959472,23,0,äobes,212,24,7.44876,0,0,11.74488,7.44876,7.44876,7.44876
3.104164089,24,0,äobes,1347,24,9.81008,0,0,9.81008,9.81008,9.81008,9.81008
2.68594009,22,0,äobes,206,26,7.70878,0,0,10.57486,8.58538,7.70878,7.70878
3.723196667,26,0,äobes,1348,23,8.38546,0,0,8.38546,8.38546,8.38546,8.38546
3.370440238,28,0,äobes,1289,22,7.62432,0,0,7.62432,7.62432,7.62432,7.62432
2.771517409,26,0,äobes,1349,29,8.18467,0,0,8.18467,8.18467,8.18467,8.18467
2.403830683,18,0,äobes,115,32,6.7386,0,0,15.53064,15.53064,15.53064,6.7386
6.760105979,36,0,äobes,180,20,11.03488,0,0,21.38344,11.74773,11.03488,11.03488
3.583966359,33,0,äobes,1290,23,8.66068,0,0,8.66068,8.66068,8.66068,8.66068
3.243506312,16,0,äobes,116,25,6.07267,0,0,15.34679,15.34679,15.34679,6.07267
5.076857169,36,0,äobes,181,29,10.92531,0,0,22.29326,11.48917,10.92531,10.92531
1.899700997,16,2,äobes,211,37,0.90018,1,100,5.90423,5.90423,0.90018,0.90018
1.509407969,15,4,äobes,210,43,0.90018,1,70,5.80642,0.90018,0.90018,0.90018
3.096896451,17,0,äobes,201,33,9.77787,0,0,17.50481,9.77787,9.77787,9.77787
5.605376709,34,0,äobes,182,27,10.46704,0,0,22.15761,10.99207,10.46704,10.46704
3.156502023,17,0,äobes,202,31,10.39444,0,0,18.12028,10.39444,10.39444,10.39444
3.625729215,15,0,äobes,200,30,10.53148,0,0,16.89108,10.53148,10.53148,10.53148
2.880531642,15,0,äobes,117,26,5.17886,0,0,14.83414,14.83414,14.83414,5.17886
6.112191823,35,0,äobes,179,25,9.74469,0,0,21.15809,10.34763,9.74469,9.74469
4.020020385,34,0,äobes,193,25,12.89752,0,0,24.36987,13.02155,12.89752,12.89752
2.812359689,16,0,äobes,199,36,10.67763,0,0,15.88339,10.67763,10.67763,10.67763
6.750560369,34,0,äobes,183,22,10.26983,0,0,22.35979,10.72693,10.26983,10.26983
6.219866233,26,0,äobes,851,20,6.19338,0,0,14.49643,11.74978,6.19338,6.19338
2.706090232,12,0,äobes,118,24,4.48715,0,0,13.93737,13.93737,13.93737,4.48715
6.198172559,38,0,äobes,178,24,8.86168,0,0,20.09602,9.53572,8.86168,8.86168
4.858262407,26,0,äobes,850,26,6.1381,0,0,14.95385,12.42784,6.1381,6.1381
4.892328485,23,0,äobes,849,24,6.98344,0,0,14.93579,11.58085,6.98344,6.98344
3.469088118,22,0,äobes,133,30,8.8141,0,0,9.31089,9.31089,9.31089,8.8141
3.01441326,22,0,äobes,132,33,9.17076,0,0,9.17076,9.17076,9.17076,9.17076
5.244978552,22,0,äobes,848,22,7.45355,0,0,15.45661,11.84899,7.45355,7.45355
6.471223114,25,0,äobes,845,20,6.22732,0,0,15.68153,12.78665,6.22732,6.22732
2.720666806,14,0,äobes,198,36,12.11351,0,0,15.41277,12.11351,12.11351,12.11351
5.351027679,37,0,äobes,175,23,7.31345,0,0,16.77208,8.31141,7.31345,7.31345
5.456061521,25,0,äobes,844,24,6.68678,0,0,15.70943,12.68094,6.68678,6.68678
3.088508298,21,0,äobes,130,31,8.00776,0,0,8.63626,8.63626,8.63626,8.00776
4.393313752,34,0,äobes,791,27,11.16785,0,0,11.16785,11.16785,11.16785,11.16785
2.000897108,15,0,äobes,857,32,10.8767,0,0,14.65187,10.8767,10.8767,10.8767
5.168420289,34,0,äobes,790,24,11.28531,0,0,11.28531,11.28531,11.28531,11.28531
2.507650998,14,0,äobes,196,38,12.25055,0,0,15.75256,12.66052,12.66052,12.25055
2.014108611,16,0,äobes,207,28,4.98514,0,0,5.24205,5.24205,4.98514,4.98514
2.984732647,23,0,äobes,131,33,8.14651,0,0,8.14651,8.14651,8.14651,8.14651
5.340231348,29,0,äobes,184,24,8.9906,0,0,21.26967,9.23973,8.9906,8.9906
5.462294436,22,0,äobes,846,23,7.30703,0,0,15.28137,13.00115,7.30703,7.30703
5.006747185,22,0,äobes,847,24,7.66666,0,0,15.21245,13.20457,7.66666,7.66666
2.322002974,13,0,äobes,197,37,12.42328,0,0,16.52317,12.80609,12.80609,12.42328
3.246368665,15,0,äobes,858,22,11.39154,0,0,14.32825,11.39154,11.39154,11.39154
4.958671777,32,0,äobes,789,24,11.4738,0,0,11.75164,11.4738,11.4738,11.4738
7.27994525,34,0,äobes,794,17,9.58025,0,0,9.6939,9.58025,9.58025,9.58025
5.233961736,34,0,äobes,177,26,7.17982,0,0,19.8701,7.65678,7.17982,7.17982
2.168942295,15,0,äobes,859,26,6.76649,0,0,6.98361,6.76649,6.76649,6.76649
5.423606115,34,0,äobes,793,22,9.3972,0,0,9.51955,9.3972,9.3972,9.3972
4.545144482,34,0,äobes,174,24,6.66617,0,0,14.18992,7.84629,6.66617,6.66617
2.259562186,28,0,äobes,815,31,4.47809,0,0,11.00385,4.47809,4.47809,4.47809
3.143751255,23,1,äobes,817,26,0.40497,1,100,9.68223,0.40497,0.40497,0.40497
7.134980076,19,0,äobes,208,10,10.07342,0,0,11.37251,10.72566,10.07342,10.07342
3.428724172,23,1,äobes,816,24,0.40497,1,100,9.65399,0.40497,0.40497,0.40497
7.138849828,26,0,äobes,185,18,8.31459,0,0,20.17227,8.42703,8.31459,8.31459
2.487643907,20,0,äobes,853,30,10.59842,0,0,16.969,10.59842,10.59842,10.59842
3.483138523,32,0,äobes,797,33,5.41704,0,0,5.41704,5.41704,5.41704,5.41704
6.631167328,31,0,äobes,792,17,9.10551,0,0,9.1423,9.10551,9.10551,9.10551
8.791117613,34,0,äobes,172,14,5.34884,0,0,14.48531,6.50444,5.34884,5.34884
6.036467263,33,0,äobes,176,20,5.15028,0,0,17.07903,5.9652,5.15028,5.15028
7.580620768,34,0,äobes,173,16,5.40915,0,0,14.13783,6.58773,5.40915,5.40915
13.56283355,33,0,äobes,796,10,5.50243,0,0,5.50243,5.50243,5.50243,5.50243
5.672806222,35,0,äobes,798,23,4.53774,0,0,4.53774,4.53774,4.53774,4.53774
6.791206106,28,0,äobes,186,20,7.00865,0,0,19.1331,7.15333,7.00865,7.00865
3.822431708,30,0,äobes,818,26,2.40583,0,0,9.53902,2.82966,2.40583,2.40583
2.70433338,21,0,äobes,852,28,11.46991,0,0,15.84934,11.46991,11.46991,11.46991
6.320396123,27,0,äobes,188,21,7.59832,0,0,19.14162,7.60009,7.59832,7.59832
8.156814977,37,0,äobes,812,14,1.34288,0,0,1.34288,1.34288,1.34288,1.34288
4.895379742,29,0,äobes,843,25,8.19928,0,0,13.44828,8.96495,8.19928,8.19928
1.953070828,17,0,äobes,854,33,11.66735,0,0,16.85225,11.66735,11.66735,11.66735
5.271383511,27,0,äobes,187,25,7.1174,0,0,18.84216,7.14861,7.1174,7.1174
4.988368898,37,0,äobes,799,26,4.25647,0,0,4.25647,4.25647,4.25647,4.25647
4.057636593,20,0,äobes,154,16,5.80577,0,0,5.80577,5.80577,5.80577,5.80577
3.58598828,38,2,äobes,811,30,2.97978,1,120,5.90595,2.97978,2.97978,2.97978
1.396342906,14,7,äobes,861,36,2.10852,1,120,21.16766,5.90423,2.10852,2.10852
1.935257788,17,3,äobes,129,28,11.23445,1,40,11.23445,11.23445,11.23445,11.23445
6.314832353,28,0,äobes,842,20,7.75609,0,0,12.87194,8.51393,7.75609,7.75609
4.099803689,27,0,äobes,840,30,9.30227,0,0,12.25549,10.0509,9.30227,9.30227
4.051614033,34,0,äobes,795,29,4.6191,0,0,4.93127,4.6191,4.6191,4.6191
4.948348015,28,0,äobes,841,26,8.29707,0,0,12.33182,9.04572,8.29707,8.29707
3.541429527,32,0,äobes,819,30,1.82818,0,0,8.96841,2.59077,1.82818,1.82818
1.79599905,10,0,äobes,856,31,13.83883,0,0,14.93946,13.83883,13.83883,13.83883
1.646868543,9,0,äobes,855,32,13.32742,0,0,15.69964,13.32742,13.32742,13.32742
4.681828201,29,0,äobes,839,26,9.6325,0,0,11.40135,10.3631,9.6325,9.6325
1.324399573,17,1,äobes,862,40,2.10852,1,70,2.10852,2.10852,2.10852,2.10852
4.167643371,25,1,äobes,822,25,0.67058,1,60,7.1148,0.67058,0.67058,0.67058
4.52566981,26,1,äobes,820,24,0.7701,1,70,7.31831,0.7701,0.7701,0.7701
4.596707139,29,0,äobes,838,26,8.55308,0,0,11.20377,9.27321,8.55308,8.55308
4.4810212,25,3,äobes,821,24,0.67058,1,100,6.72788,4.61382,0.67058,0.67058
3.136151812,30,1,äobes,810,30,2.97978,1,100,2.97978,2.97978,2.97978,2.97978
6.657019249,28,0,äobes,161,16,7.44153,0,0,8.19267,8.19267,7.44153,7.44153
4.82239643,26,0,äobes,190,24,7.35098,0,0,17.11674,7.35098,7.35098,7.35098
4.607286302,26,0,äobes,160,22,6.92561,0,0,8.58782,7.96741,6.92561,6.92561
4.666932631,26,0,äobes,189,24,6.62383,0,0,16.47802,6.62383,6.62383,6.62383
5.504352798,26,0,äobes,191,21,7.36141,0,0,16.71347,7.36141,7.36141,7.36141
3.672822002,25,0,äobes,192,27,7.98898,0,0,16.95422,7.98898,7.98898,7.98898
4.3789512,26,0,äobes,159,23,6.39104,0,0,8.8057,7.38486,6.39104,6.39104
4.882755048,26,0,äobes,158,20,6.00472,0,0,9.02842,6.95656,6.00472,6.00472
2.715979986,26,0,äobes,837,29,9.26807,0,0,9.26807,9.26807,9.26807,9.26807
2.702994145,34,1,äobes,171,42,1.23037,1,60,13.88049,1.23037,1.23037,1.23037
3.954382955,35,3,äobes,802,30,0.9882,1,110,0.9882,0.9882,0.9882,0.9882
6.473242122,37,0,äobes,800,20,0.71176,0,0,0.71176,0.71176,0.71176,0.71176
5.251909651,27,0,äobes,809,20,2.62641,0,0,5.22035,2.62641,2.62641,2.62641
3.59544441,36,5,äobes,801,33,0.9882,1,120,5.90595,0.9882,0.9882,0.9882
3.060752343,33,0,äobes,170,36,1.41544,0,0,13.09552,1.41544,1.41544,1.41544
2.819151758,34,1,äobes,169,41,1.23037,1,100,12.93205,12.93205,1.23037,1.23037
2.070854905,17,2,äobes,155,33,11.23445,1,150,20.13817,15.63925,14.87161,11.23445
5.455352831,26,0,äobes,808,19,3.06683,0,0,5.37439,3.06683,3.06683,3.06683
4.451212759,31,0,äobes,814,23,7.05823,0,0,7.05823,7.05823,7.05823,7.05823
1.083694044,10,0,äobes,1633,30,12.56913,0,0,12.75659,12.56913,12.56913,12.56913
3.194628189,33,0,äobes,813,32,7.42761,0,0,7.42761,7.42761,7.42761,7.42761
3.758394975,29,0,äobes,823,28,3.82095,0,0,4.11625,3.82095,3.82095,3.82095
2.722642345,17,0,äobes,157,28,1.03646,0,0,1.03646,1.03646,1.03646,1.03646
2.791033587,18,0,äobes,156,28,1.08606,0,0,1.08606,1.08606,1.08606,1.08606
5.184128726,29,0,äobes,824,21,3.19588,0,0,3.19588,3.19588,3.19588,3.19588
4.992311164,29,0,äobes,805,24,5.2958,0,0,8.21793,5.2958,5.2958,5.2958
5.493894206,29,0,äobes,806,22,5.73078,0,0,8.68483,5.73078,5.73078,5.73078
4.418733972,31,0,äobes,835,24,4.60797,0,0,4.60797,4.60797,4.60797,4.60797
5.516916989,27,0,äobes,804,21,5.47207,0,0,7.62974,5.47207,5.47207,5.47207
5.006543349,30,0,äobes,807,24,6.27615,0,0,9.2119,6.27615,6.27615,6.27615
4.135680867,33,0,äobes,836,26,3.91629,0,0,3.91629,3.91629,3.91629,3.91629
3.800784348,26,0,äobes,466,26,2.11511,0,0,10.87788,2.50649,2.50649,2.11511
3.640143941,30,1,äobes,825,28,4.97293,1,120,5.13588,5.13588,4.97293,4.97293
6.362873703,28,0,äobes,803,18,6.07498,0,0,7.7003,6.07498,6.07498,6.07498
3.958477553,30,0,äobes,462,29,1.75536,0,0,10.75407,1.75536,1.75536,1.75536
3.837444933,26,1,äobes,465,29,0.57401,1,40,10.28495,0.57401,0.57401,0.57401
5.053685418,25,0,äobes,467,20,2.38717,0,0,10.25155,2.63379,2.63379,2.38717
3.914144678,27,0,äobes,463,29,1.08123,0,0,10.20147,1.08123,1.08123,1.08123
4.29504934,27,2,äobes,464,27,0.57401,1,100,9.7762,9.7762,9.7762,0.57401
4.045032836,24,0,äobes,468,21,6.65572,0,0,10.13713,6.82978,6.82978,6.65572
5.059131516,35,0,äobes,826,24,1.98687,0,0,1.98687,1.98687,1.98687,1.98687
2.169702501,20,0,äobes,162,37,8.61256,0,0,10.14669,8.61256,8.61256,8.61256
5.543329174,34,0,äobes,827,22,2.39486,0,0,2.39486,2.39486,2.39486,2.39486
2.341111044,22,0,äobes,460,36,5.90548,0,0,11.52312,7.5587,5.90548,5.90548
2.268320767,21,0,äobes,163,37,9.06472,0,0,9.70089,9.06472,9.06472,9.06472
2.010837325,24,0,äobes,783,28,9.95164,0,0,9.95164,9.95164,9.95164,9.95164
3.832241077,33,0,äobes,768,31,9.2517,0,0,9.52146,9.2517,9.2517,9.2517
3.177608555,30,2,äobes,834,30,1.4085,1,120,5.13588,5.13588,1.4085,1.4085
4.388530652,24,0,äobes,471,22,6.72184,0,0,8.93324,6.72184,6.72184,6.72184
4.924857168,32,0,äobes,767,24,9.36941,0,0,9.36941,9.36941,9.36941,9.36941
4.519680349,34,0,äobes,769,26,9.9157,0,0,10.59611,9.9157,9.9157,9.9157
0.815028035,9,0,äobes,867,45,1.25115,0,0,9.10766,1.25115,1.25115,1.25115
4.291752329,25,0,äobes,470,23,6.30892,0,0,8.27087,6.30892,6.30892,6.30892
3.232140704,18,0,äobes,740,25,1.06969,0,0,1.06969,1.06969,1.06969,1.06969
3.798643927,31,1,äobes,833,27,1.4085,1,70,1.4085,1.4085,1.4085,1.4085
3.527331027,22,0,äobes,459,27,4.26392,0,0,11.3092,8.82693,4.26392,4.26392
1.411177404,14,0,äobes,149,30,7.57128,0,0,7.57128,7.57128,7.57128,7.57128
2.876045927,24,0,äobes,472,29,8.23082,0,0,9.01562,8.23082,8.23082,8.23082
2.765329219,15,1,äobes,741,26,8.71474,1,120,11.2341,8.71474,8.71474,8.71474
2.941296574,16,0,äobes,739,27,1.00134,0,0,1.00134,1.00134,1.00134,1.00134
5.015772887,30,0,äobes,476,21,4.42276,0,0,7.10376,4.42276,4.42276,4.42276
4.29834644,36,0,äobes,828,31,4.7832,0,0,5.28726,5.28726,4.7832,4.7832
3.930357865,19,0,äobes,166,18,5.01082,0,0,5.01082,5.01082,5.01082,5.01082
1.007930904,8,3,äobes,866,38,8.71474,1,110,8.71474,8.71474,8.71474,8.71474
3.257786403,18,0,äobes,458,31,2.13394,0,0,12.96972,11.52661,2.13394,2.13394
2.78843118,15,0,äobes,738,26,1.16949,0,0,1.16949,1.16949,1.16949,1.16949
5.752965198,35,0,äobes,829,25,4.58263,0,0,5.68136,5.68136,4.58263,4.58263
2.585891309,18,0,äobes,165,24,9.68862,0,0,9.68862,9.68862,9.68862,9.68862
4.023766794,33,0,äobes,766,26,11.64471,0,0,11.83622,11.64471,11.64471,11.64471
5.799977772,18,0,äobes,457,20,2.01161,0,0,12.42033,11.20196,2.01161,2.01161
2.801533271,21,0,äobes,164,26,7.52155,0,0,7.52155,7.52155,7.52155,7.52155
4.541086318,18,0,äobes,456,25,1.63233,0,0,12.37111,11.45565,1.63233,1.63233
5.36655358,37,0,äobes,832,27,5.19886,0,0,6.36379,6.36379,5.19886,5.19886
5.25871994,34,0,äobes,830,26,4.4573,0,0,5.8538,5.8538,4.4573,4.4573
5.575127202,35,0,äobes,831,25,5.20861,0,0,6.60388,6.60388,5.20861,5.20861
7.06003422,36,0,äobes,475,17,4.50245,0,0,4.50245,4.50245,4.50245,4.50245
5.025001413,31,0,äobes,474,23,4.47666,0,0,4.47666,4.47666,4.47666,4.47666
1.143587217,9,0,äobes,152,36,14.65295,0,0,14.70464,14.70464,14.70464,14.65295
3.612933983,20,0,äobes,455,30,1.10705,0,0,11.56894,11.56894,1.10705,1.10705
4.586271821,31,0,äobes,473,25,4.00704,0,0,4.00704,4.00704,4.00704,4.00704
2.606721648,15,3,äobes,454,35,0.78716,1,70,12.63163,12.63163,0.78716,0.78716
2.615446091,19,1,äobes,453,37,0.78716,1,60,11.9719,11.9719,0.78716,0.78716
4.890410674,36,0,äobes,477,23,3.75514,0,0,3.75514,3.75514,3.75514,3.75514
1.304503353,15,0,äobes,446,38,4.3333,0,0,4.3333,4.3333,4.3333,4.3333
1.855868494,12,0,äobes,150,27,14.52117,0,0,14.52117,14.52117,14.52117,14.52117
3.62428206,32,0,äobes,500,27,7.14299,0,0,7.14299,7.14299,7.14299,7.14299
3.81386002,13,0,äobes,151,16,14.74874,0,0,14.74874,14.74874,14.74874,14.74874
1.578402853,16,2,äobes,448,38,2.64016,1,150,2.64016,2.64016,2.64016,2.64016
2.207600439,16,0,äobes,865,24,6.06301,0,0,6.06301,6.06301,6.06301,6.06301
5.772309984,29,0,äobes,750,19,6.40967,0,0,7.60806,7.60806,6.40967,6.40967
6.608531731,29,0,äobes,749,17,6.59439,0,0,7.81405,7.81405,6.59439,6.59439
3.029575381,34,1,äobes,478,38,9.7762,1,120,21.16766,9.7762,9.7762,9.7762
3.818317727,30,0,äobes,479,30,1.0841,0,0,1.0841,1.0841,1.0841,1.0841
1.829117655,17,4,äobes,447,33,2.64016,1,120,2.64016,2.64016,2.64016,2.64016
2.81012144,18,0,äobes,737,27,7.03984,0,0,7.03984,7.03984,7.03984,7.03984
3.786455941,31,0,äobes,480,30,1.31922,0,0,1.31922,1.31922,1.31922,1.31922
5.848858076,29,0,äobes,748,19,8.00669,0,0,9.22025,9.22025,8.00669,8.00669
3.016469186,18,0,äobes,736,26,7.54511,0,0,7.54511,7.54511,7.54511,7.54511
4.442633987,31,0,äobes,502,28,8.67309,0,0,8.67309,8.67309,8.67309,8.67309
3.998490804,18,0,äobes,735,20,7.74086,0,0,7.74086,7.74086,7.74086,7.74086
8.202777961,29,0,äobes,745,14,8.3313,0,0,8.55314,8.55314,8.3313,8.3313
5.476741041,31,0,äobes,501,23,8.28678,0,0,8.28678,8.28678,8.28678,8.28678
9.860809255,29,0,äobes,746,12,8.41401,0,0,8.41401,8.41401,8.41401,8.41401
2.903303138,22,0,äobes,449,26,2.49247,0,0,2.49247,2.49247,2.49247,2.49247
4.902614818,30,0,äobes,503,26,8.93952,0,0,8.93952,8.93952,8.93952,8.93952
5.441382719,29,0,äobes,742,18,8.69187,0,0,8.69187,8.69187,8.69187,8.69187
1.421541617,17,0,äobes,505,40,7.65281,0,0,7.65281,7.65281,7.65281,7.65281
3.796956495,27,0,äobes,504,30,9.27553,0,0,9.27553,9.27553,9.27553,9.27553
6.808407205,29,0,äobes,747,16,7.89065,0,0,7.89065,7.89065,7.89065,7.89065
0.962856299,13,0,äobes,146,41,16.19807,0,0,16.19807,16.19807,16.19807,16.19807
6.857614215,29,0,äobes,744,16,7.67274,0,0,7.67274,7.67274,7.67274,7.67274
2.136353445,29,0,äobes,743,40,8.2454,0,0,8.2454,8.2454,8.2454,8.2454
2.139002137,29,0,äobes,864,33,8.5936,0,0,11.00868,9.15858,8.5936,8.5936
3.520929124,17,0,äobes,506,20,6.34831,0,0,6.34831,6.34831,6.34831,6.34831
2.129184132,19,0,äobes,442,26,8.05246,0,0,8.05246,8.05246,8.05246,8.05246
6.276055372,21,0,äobes,513,16,9.52697,0,0,9.52697,9.52697,9.52697,9.52697
4.501467802,29,0,äobes,497,20,6.22702,0,0,7.27882,7.27882,7.27882,6.22702
2.191051571,21,0,äobes,451,30,6.98974,0,0,6.98974,6.98974,6.98974,6.98974
4.073245326,21,0,äobes,512,25,9.98537,0,0,9.98537,9.98537,9.98537,9.98537
3.031939103,21,0,äobes,443,24,6.88117,0,0,6.88117,6.88117,6.88117,6.88117
3.847349012,19,0,äobes,508,24,8.22497,0,0,8.22497,8.22497,8.22497,8.22497
2.640219388,22,0,äobes,444,31,5.89502,0,0,5.89502,5.89502,5.89502,5.89502
4.987837106,20,0,äobes,445,18,6.00575,0,0,6.00575,6.00575,6.00575,6.00575
4.921197281,27,0,äobes,498,18,6.14635,0,0,6.73681,6.73681,6.73681,6.14635
2.238380385,23,0,äobes,516,33,1.07819,0,0,1.07819,1.07819,1.07819,1.07819
3.901605055,21,0,äobes,511,25,8.74361,0,0,10.6694,10.6694,10.6694,8.74361
3.407620103,20,0,äobes,863,19,4.07242,0,0,4.07242,4.07242,4.07242,4.07242
7.062710824,27,0,äobes,499,13,5.88701,0,0,7.03411,7.03411,7.03411,5.88701
2.726895708,22,0,äobes,450,24,9.0833,0,0,9.0833,9.0833,9.0833,9.0833
3.712315902,23,0,äobes,510,29,9.34994,0,0,9.69735,9.69735,9.69735,9.34994
4.004331536,25,0,äobes,509,27,9.06276,0,0,9.06276,9.06276,9.06276,9.06276
2.712422501,26,1,äobes,515,31,9.21849,1,130,11.71292,9.42451,9.21849,9.21849
3.349204388,28,0,äobes,698,24,8.76065,0,0,8.76065,8.76065,8.76065,8.76065
4.473467774,30,0,äobes,699,26,10.84352,0,0,13.56938,12.37014,10.84352,10.84352
4.724637667,29,0,äobes,700,26,11.24907,0,0,12.78528,12.66136,11.24907,11.24907
3.876716882,25,0,äobes,729,25,1.25623,0,0,1.25623,1.25623,1.25623,1.25623
4.789726028,29,0,äobes,701,26,10.20076,0,0,13.84899,11.64918,10.20076,10.20076
6.042828226,29,0,äobes,728,20,0.98767,0,0,0.98767,0.98767,0.98767,0.98767
4.522661553,31,0,äobes,727,26,1.53594,0,0,1.53594,1.53594,1.53594,1.53594
4.948864188,29,0,äobes,702,26,10.04029,0,0,13.75648,11.38227,10.04029,10.04029
