SpeciesName,Species,Trt,Day,PlNum,LDM (mg),SDM (mg),RDM (mg),TDM (mg),LMF,SMF,RMF,lnTDM
DfL,D. flexuosa,low,42,4,56.6,21.5,83.3,161.4,0.35,0.13,0.52,5.08
DfL,D. flexuosa,low,42,5,39.6,18.9,47,105.5,0.38,0.18,0.45,4.66
DfL,D. flexuosa,low,42,6,38.1,24.7,70.2,133,0.29,0.19,0.53,4.89
DfL,D. flexuosa,low,44,1,95,35.8,180.2,311,0.31,0.12,0.58,5.74
DfL,D. flexuosa,low,44,2,45,20.8,79,144.8,0.31,0.14,0.55,4.98
DfL,D. flexuosa,low,44,3,27,10.6,41.4,79,0.34,0.13,0.52,4.37
DfL,D. flexuosa,low,44,4,77.6,25.8,131.6,235,0.33,0.11,0.56,5.46
DfL,D. flexuosa,low,44,5,34.3,11.1,41.9,87.3,0.39,0.13,0.48,4.47
DfL,D. flexuosa,low,44,6,40.3,18.5,68.3,127.1,0.32,0.15,0.54,4.84
DfL,D. flexuosa,low,46,1,58.1,19.9,117.8,195.8,0.3,0.1,0.6,5.28
DfL,D. flexuosa,low,46,2,55.7,38,105.4,199.1,0.28,0.19,0.53,5.29
DfL,D. flexuosa,low,46,3,145.3,56.6,251.2,453.1,0.32,0.12,0.55,6.12
DfL,D. flexuosa,low,46,4,29.9,8.7,57.1,95.7,0.31,0.09,0.6,4.56
DfL,D. flexuosa,low,46,5,43.5,19.2,63.6,126.3,0.34,0.15,0.5,4.84
DfL,D. flexuosa,low,46,6,83.9,27.6,176.3,287.8,0.29,0.1,0.61,5.66
DfL,D. flexuosa,low,49,1,48.5,16.6,69.5,134.6,0.36,0.12,0.52,4.9
DfL,D. flexuosa,low,49,2,76.5,27.4,145.6,249.5,0.31,0.11,0.58,5.52
DfL,D. flexuosa,low,49,3,87,28.1,119.3,234.4,0.37,0.12,0.51,5.46
DfL,D. flexuosa,low,49,4,101,37.8,162.7,301.5,0.33,0.13,0.54,5.71
DfL,D. flexuosa,low,49,5,58.9,21.6,105,185.5,0.32,0.12,0.57,5.22
DfL,D. flexuosa,low,49,6,110.9,35.3,168.2,314.4,0.35,0.11,0.53,5.75
DfL,D. flexuosa,low,49,1,47.1,18.8,81.3,147.2,0.32,0.13,0.55,4.99
DfL,D. flexuosa,low,49,2,84.4,38.4,123.3,246.1,0.34,0.16,0.5,5.51
DfL,D. flexuosa,low,49,3,75.5,40,166.5,282,0.27,0.14,0.59,5.64
DfL,D. flexuosa,low,49,4,99.6,31,154.5,285.1,0.35,0.11,0.54,5.65
DfL,D. flexuosa,low,49,5,82.4,27.2,189.1,298.7,0.28,0.09,0.63,5.7
DfL,D. flexuosa,low,49,6,68.2,26.5,156.9,251.6,0.27,0.11,0.62,5.53
HlH,H. lanatus,high,0,1,11.1,3.8,7,21.9,0.51,0.17,0.32,3.09
HlH,H. lanatus,high,0,2,7.3,3.4,9.3,20,0.37,0.17,0.47,3
HlH,H. lanatus,high,0,3,7.4,3,8.1,18.5,0.4,0.16,0.44,2.92
HlH,H. lanatus,high,0,4,5.7,1.8,4.1,11.6,0.49,0.16,0.35,2.45
HlH,H. lanatus,high,0,5,6.6,2.9,3.8,13.3,0.5,0.22,0.29,2.59
HlH,H. lanatus,high,0,6,11.1,3.3,8.3,22.7,0.49,0.15,0.37,3.12
HlH,H. lanatus,high,0,1,6.5,3.3,5.7,15.5,0.42,0.21,0.37,2.74
HlH,H. lanatus,high,0,2,5.7,2.1,9.9,17.7,0.32,0.12,0.56,2.87
HlH,H. lanatus,high,0,3,8.2,3.9,6.9,19,0.43,0.21,0.36,2.94
HlH,H. lanatus,high,0,4,6.3,3,12.4,21.7,0.29,0.14,0.57,3.08
HlH,H. lanatus,high,0,5,7.8,2.9,8,18.7,0.42,0.16,0.43,2.93
HlH,H. lanatus,high,0,6,5.4,2.8,4.1,12.3,0.44,0.23,0.33,2.51
HlH,H. lanatus,high,2,1,10.4,4.9,8,23.3,0.45,0.21,0.34,3.15
HlH,H. lanatus,high,2,2,10.9,5.6,9,25.5,0.43,0.22,0.35,3.24
HlH,H. lanatus,high,2,3,13.9,4.9,12.1,30.9,0.45,0.16,0.39,3.43
HlH,H. lanatus,high,2,4,8.9,4.2,9,22.1,0.4,0.19,0.41,3.1
HlH,H. lanatus,high,2,5,8.3,3.3,7.3,18.9,0.44,0.17,0.39,2.94
HlH,H. lanatus,high,2,6,9.6,3.5,12.5,25.6,0.38,0.14,0.49,3.24
HlH,H. lanatus,high,2,7,14.7,6.1,11.2,32,0.46,0.19,0.35,3.47
HlH,H. lanatus,high,2,8,10.7,5,7.5,23.2,0.46,0.22,0.32,3.14
HlH,H. lanatus,high,4,1,16.7,8.8,25.2,50.7,0.33,0.17,0.5,3.93
HlH,H. lanatus,high,4,2,11.6,6.3,10.6,28.5,0.41,0.22,0.37,3.35
HlH,H. lanatus,high,4,3,11.2,5,11.9,28.1,0.4,0.18,0.42,3.34
HlH,H. lanatus,high,4,4,20.9,10.8,32.1,63.8,0.33,0.17,0.5,4.16
HlH,H. lanatus,high,4,5,9.8,4.4,13.2,27.4,0.36,0.16,0.48,3.31
HlH,H. lanatus,high,4,6,14.4,8.3,18.5,41.2,0.35,0.2,0.45,3.72
HlH,H. lanatus,high,4,7,13.4,6.6,14.1,34.1,0.39,0.19,0.41,3.53
HlH,H. lanatus,high,4,8,9.7,5.4,8.1,23.2,0.42,0.23,0.35,3.14
HlH,H. lanatus,high,7,1,24.1,8.9,26.3,59.3,0.41,0.15,0.44,4.08
HlH,H. lanatus,high,7,2,24.2,13.2,29.5,66.9,0.36,0.2,0.44,4.2
HlH,H. lanatus,high,7,3,26.9,15.5,33.9,76.3,0.35,0.2,0.44,4.33
HlH,H. lanatus,high,7,4,30.2,13.2,37,80.4,0.38,0.16,0.46,4.39
HlH,H. lanatus,high,7,5,27.9,11.5,37.7,77.1,0.36,0.15,0.49,4.35
HlH,H. lanatus,high,7,6,23,11.7,31.6,66.3,0.35,0.18,0.48,4.19
HlH,H. lanatus,high,9,1,38.5,21.4,29.1,89,0.43,0.24,0.33,4.49
HlH,H. lanatus,high,9,2,34.7,16.1,31.8,82.6,0.42,0.19,0.38,4.41
HlH,H. lanatus,high,9,3,28.8,15.1,24.6,68.5,0.42,0.22,0.36,4.23
HlH,H. lanatus,high,9,4,39.1,20.4,40.1,99.6,0.39,0.2,0.4,4.6
HlH,H. lanatus,high,9,5,41.8,19.9,37.5,99.2,0.42,0.2,0.38,4.6
HlH,H. lanatus,high,9,6,38.7,21.7,31.1,91.5,0.42,0.24,0.34,4.52
HlH,H. lanatus,high,9,7,26.3,12.6,27,65.9,0.4,0.19,0.41,4.19
HlH,H. lanatus,high,9,8,47.7,19.6,56.2,123.5,0.39,0.16,0.46,4.82
HlH,H. lanatus,high,11,1,37.4,16.4,31,84.8,0.44,0.19,0.37,4.44
HlH,H. lanatus,high,11,2,58,29,66.5,153.5,0.38,0.19,0.43,5.03
HlH,H. lanatus,high,11,3,36.3,16.6,28.5,81.4,0.45,0.2,0.35,4.4
HlH,H. lanatus,high,11,4,44.8,23.9,62.4,131.1,0.34,0.18,0.48,4.88
HlH,H. lanatus,high,11,5,48.3,22.8,46,117.1,0.41,0.19,0.39,4.76
HlH,H. lanatus,high,11,6,57.7,26.2,39.8,123.7,0.47,0.21,0.32,4.82
HlH,H. lanatus,high,11,7,48.3,21.8,39.4,109.5,0.44,0.2,0.36,4.7
HlH,H. lanatus,high,11,8,70.5,30.6,117.2,218.3,0.32,0.14,0.54,5.39
HlH,H. lanatus,high,14,1,68.6,34,81.8,184.4,0.37,0.18,0.44,5.22
HlH,H. lanatus,high,14,2,61,31.8,86.1,178.9,0.34,0.18,0.48,5.19
HlH,H. lanatus,high,14,3,47.3,25.7,41.4,114.4,0.41,0.22,0.36,4.74
HlH,H. lanatus,high,14,4,73.8,46.8,71.8,192.4,0.38,0.24,0.37,5.26
HlH,H. lanatus,high,14,5,76.7,36.2,85.1,198,0.39,0.18,0.43,5.29
HlH,H. lanatus,high,14,6,63.1,33,92.3,188.4,0.33,0.18,0.49,5.24
HlH,H. lanatus,high,16,1,104.7,63.3,77.8,245.8,0.43,0.26,0.32,5.5
HlH,H. lanatus,high,16,2,87.2,45.3,127.8,260.3,0.33,0.17,0.49,5.56
HlH,H. lanatus,high,16,3,110.7,60.8,121.5,293,0.38,0.21,0.41,5.68
HlH,H. lanatus,high,16,4,94.1,42.5,85.3,221.9,0.42,0.19,0.38,5.4
HlH,H. lanatus,high,16,5,97.7,42.9,90.5,231.1,0.42,0.19,0.39,5.44
HlH,H. lanatus,high,16,6,76.2,37.5,86.9,200.6,0.38,0.19,0.43,5.3
HlH,H. lanatus,high,16,7,69.6,29.5,88.3,187.4,0.37,0.16,0.47,5.23
HlH,H. lanatus,high,16,8,102.4,50,96.4,248.8,0.41,0.2,0.39,5.52
HlH,H. lanatus,high,18,1,139.1,67.8,187.6,394.5,0.35,0.17,0.48,5.98
HlH,H. lanatus,high,18,2,130.4,67.5,165.3,363.2,0.36,0.19,0.46,5.89
HlH,H. lanatus,high,18,3,165.7,107.2,196.9,469.8,0.35,0.23,0.42,6.15
HlH,H. lanatus,high,18,4,130.9,63.3,158.2,352.4,0.37,0.18,0.45,5.86
HlH,H. lanatus,high,18,5,155.5,69,152.2,376.7,0.41,0.18,0.4,5.93
HlH,H. lanatus,high,18,6,131.8,52.3,91.7,275.8,0.48,0.19,0.33,5.62
HlH,H. lanatus,high,18,7,123.8,59.2,146.3,329.3,0.38,0.18,0.44,5.8
HlH,H. lanatus,high,18,8,122.8,60.4,133.5,316.7,0.39,0.19,0.42,5.76
HlH,H. lanatus,high,21,1,199.4,107.9,214.6,521.9,0.38,0.21,0.41,6.26
HlH,H. lanatus,high,21,2,218.2,136,298.6,652.8,0.33,0.21,0.46,6.48
HlH,H. lanatus,high,21,3,143.6,71,193.9,408.5,0.35,0.17,0.47,6.01
HlH,H. lanatus,high,21,4,151,86.7,256.9,494.6,0.31,0.18,0.52,6.2
HlH,H. lanatus,high,21,5,142,79,163.5,384.5,0.37,0.21,0.43,5.95
HlH,H. lanatus,high,21,6,160.7,82.3,234.4,477.4,0.34,0.17,0.49,6.17
HlH,H. lanatus,high,21,1,194.3,94.3,274.1,562.7,0.35,0.17,0.49,6.33
HlH,H. lanatus,high,21,2,177.6,104.3,202,483.9,0.37,0.22,0.42,6.18
HlH,H. lanatus,high,21,3,219.2,111,232.4,562.6,0.39,0.2,0.41,6.33
HlH,H. lanatus,high,21,4,183.7,88.5,306.1,578.3,0.32,0.15,0.53,6.36
HlH,H. lanatus,high,21,5,147.2,94.1,222.7,464,0.32,0.2,0.48,6.14
HlH,H. lanatus,high,21,6,135.8,73.2,179.9,388.9,0.35,0.19,0.46,5.96
HlL,H. lanatus,low,0,1,4.3,3,11.3,18.6,0.23,0.16,0.61,2.92
HlL,H. lanatus,low,0,2,4.3,0.8,6.5,11.6,0.37,0.07,0.56,2.45
HlL,H. lanatus,low,0,3,4.8,1.5,7.4,13.7,0.35,0.11,0.54,2.62
HlL,H. lanatus,low,0,4,5,1.3,8.8,15.1,0.33,0.09,0.58,2.71
HlL,H. lanatus,low,0,5,4.5,1.6,12,18.1,0.25,0.09,0.66,2.9
HlL,H. lanatus,low,0,6,3.9,1.1,4.6,9.6,0.41,0.11,0.48,2.26
HlL,H. lanatus,low,0,1,6.6,1.2,7.6,15.4,0.43,0.08,0.49,2.73
HlL,H. lanatus,low,0,2,5.4,1.1,8.2,14.7,0.37,0.07,0.56,2.69
HlL,H. lanatus,low,0,3,6.2,1.3,7.5,15,0.41,0.09,0.5,2.71
HlL,H. lanatus,low,0,4,3.1,1.6,7.1,11.8,0.26,0.14,0.6,2.47
HlL,H. lanatus,low,0,5,4.9,2.1,5.6,12.6,0.39,0.17,0.44,2.53
HlL,H. lanatus,low,0,6,5.7,2.3,7,15,0.38,0.15,0.47,2.71
HlL,H. lanatus,low,2,1,4.1,1.3,8.4,13.8,0.3,0.09,0.61,2.62
HlL,H. lanatus,low,2,2,3.4,1.8,7.2,12.4,0.27,0.15,0.58,2.52
HlL,H. lanatus,low,2,3,6.8,2.5,15.9,25.2,0.27,0.1,0.63,3.23
HlL,H. lanatus,low,2,4,7.2,3.5,10.7,21.4,0.34,0.16,0.5,3.06
HlL,H. lanatus,low,2,5,4.9,1.6,12,18.5,0.26,0.09,0.65,2.92
HlL,H. lanatus,low,2,6,6.1,1.8,10.4,18.3,0.33,0.1,0.57,2.91
HlL,H. lanatus,low,4,1,6.9,2.7,9.5,19.1,0.36,0.14,0.5,2.95
HlL,H. lanatus,low,4,2,5.9,2.3,9.3,17.5,0.34,0.13,0.53,2.86
HlL,H. lanatus,low,4,3,3.9,1.6,9.3,14.8,0.26,0.11,0.63,2.69
HlL,H. lanatus,low,4,4,5.2,1.5,9.1,15.8,0.33,0.09,0.58,2.76
HlL,H. lanatus,low,4,5,7.1,1.9,9.9,18.9,0.38,0.1,0.52,2.94
HlL,H. lanatus,low,4,6,5.3,2.3,9.8,17.4,0.3,0.13,0.56,2.86
HlL,H. lanatus,low,7,1,11.5,3.8,23.7,39,0.29,0.1,0.61,3.66
HlL,H. lanatus,low,7,2,8.4,2.8,22.4,33.6,0.25,0.08,0.67,3.51
HlL,H. lanatus,low,7,3,7.6,3.4,11.7,22.7,0.33,0.15,0.52,3.12
HlL,H. lanatus,low,7,4,12.5,6.5,34,53,0.24,0.12,0.64,3.97
HlL,H. lanatus,low,7,5,5.2,2,10.2,17.4,0.3,0.11,0.59,2.86
HlL,H. lanatus,low,7,6,10.5,3.7,33.5,47.7,0.22,0.08,0.7,3.86
HlL,H. lanatus,low,9,1,8.4,3.3,10.2,21.9,0.38,0.15,0.47,3.09
HlL,H. lanatus,low,9,2,5.8,2.3,18.8,26.9,0.22,0.09,0.7,3.29
HlL,H. lanatus,low,9,3,12.1,5.5,15.2,32.8,0.37,0.17,0.46,3.49
HlL,H. lanatus,low,9,4,9.5,3,10.8,23.3,0.41,0.13,0.46,3.15
HlL,H. lanatus,low,9,5,9.8,5.2,12.8,27.8,0.35,0.19,0.46,3.33
HlL,H. lanatus,low,9,6,12.3,6.2,45.6,64.1,0.19,0.1,0.71,4.16
HlL,H. lanatus,low,9,7,19.3,9,38.8,67.1,0.29,0.13,0.58,4.21
HlL,H. lanatus,low,9,8,9,4.4,13.4,26.8,0.34,0.16,0.5,3.29
HlL,H. lanatus,low,11,1,12.5,4.6,23.5,40.6,0.31,0.11,0.58,3.7
HlL,H. lanatus,low,11,2,17.1,7.7,31.4,56.2,0.3,0.14,0.56,4.03
HlL,H. lanatus,low,11,3,9.9,4,15.9,29.8,0.33,0.13,0.53,3.39
HlL,H. lanatus,low,11,4,17.1,8,44.2,69.3,0.25,0.12,0.64,4.24
HlL,H. lanatus,low,11,5,19,6.5,51,76.5,0.25,0.08,0.67,4.34
HlL,H. lanatus,low,11,6,8.8,3.4,27.2,39.4,0.22,0.09,0.69,3.67
HlL,H. lanatus,low,11,7,16.2,7.9,19.5,43.6,0.37,0.18,0.45,3.78
HlL,H. lanatus,low,11,8,15.3,5.8,42.7,63.8,0.24,0.09,0.67,4.16
HlL,H. lanatus,low,14,1,19.6,8.3,27.5,55.4,0.35,0.15,0.5,4.01
HlL,H. lanatus,low,14,2,11,4.9,21.8,37.7,0.29,0.13,0.58,3.63
HlL,H. lanatus,low,14,3,19.3,9.2,26.3,54.8,0.35,0.17,0.48,4
HlL,H. lanatus,low,14,4,17.9,7.5,41.3,66.7,0.27,0.11,0.62,4.2
HlL,H. lanatus,low,14,5,11.7,7.9,16.3,35.9,0.33,0.22,0.45,3.58
HlL,H. lanatus,low,14,6,10,3.9,18.5,32.4,0.31,0.12,0.57,3.48
HlL,H. lanatus,low,16,1,23.1,8.5,29.3,60.9,0.38,0.14,0.48,4.11
HlL,H. lanatus,low,16,2,14.4,8.1,33.3,55.8,0.26,0.15,0.6,4.02
HlL,H. lanatus,low,16,3,13.8,6,21.2,41,0.34,0.15,0.52,3.71
HlL,H. lanatus,low,16,4,15,7.7,47.1,69.8,0.21,0.11,0.67,4.25
HlL,H. lanatus,low,16,5,15.5,5.5,20.9,41.9,0.37,0.13,0.5,3.74
HlL,H. lanatus,low,16,6,12.1,4.4,26.1,42.6,0.28,0.1,0.61,3.75
HlL,H. lanatus,low,16,7,24,7.8,29.1,60.9,0.39,0.13,0.48,4.11
HlL,H. lanatus,low,16,8,13.9,4.5,27.9,46.3,0.3,0.1,0.6,3.84
HlL,H. lanatus,low,18,1,21.5,9,32.2,62.7,0.34,0.14,0.51,4.14
HlL,H. lanatus,low,18,2,15.7,5.3,32.5,53.5,0.29,0.1,0.61,3.98
HlL,H. lanatus,low,18,3,16.9,7.3,30,54.2,0.31,0.13,0.55,3.99
HlL,H. lanatus,low,18,4,13.7,5.5,31.2,50.4,0.27,0.11,0.62,3.92
HlL,H. lanatus,low,18,5,19.9,7.7,30.3,57.9,0.34,0.13,0.52,4.06
HlL,H. lanatus,low,18,6,20.8,9.8,27.9,58.5,0.36,0.17,0.48,4.07
HlL,H. lanatus,low,18,7,25,11.5,48.5,85,0.29,0.14,0.57,4.44
HlL,H. lanatus,low,18,8,11.3,4.8,28.3,44.4,0.25,0.11,0.64,3.79
HlL,H. lanatus,low,21,1,14,3.5,25.5,43,0.33,0.08,0.59,3.76
HlL,H. lanatus,low,21,2,27.7,10.7,62,100.4,0.28,0.11,0.62,4.61
HlL,H. lanatus,low,21,3,11.8,4.7,31.2,47.7,0.25,0.1,0.65,3.86
HlL,H. lanatus,low,21,4,19.7,11.5,32,63.2,0.31,0.18,0.51,4.15
HlL,H. lanatus,low,21,5,21.1,10,41.7,72.8,0.29,0.14,0.57,4.29
HlL,H. lanatus,low,21,6,24.5,10.3,42.5,77.3,0.32,0.13,0.55,4.35
HlL,H. lanatus,low,23,1,13.7,4.3,19.7,37.7,0.36,0.11,0.52,3.63
HlL,H. lanatus,low,23,2,28.6,10.9,38.3,77.8,0.37,0.14,0.49,4.35
HlL,H. lanatus,low,23,3,28.3,9.2,31.2,68.7,0.41,0.13,0.45,4.23
HlL,H. lanatus,low,23,4,24,8.4,33.5,65.9,0.36,0.13,0.51,4.19
HlL,H. lanatus,low,23,5,32.7,10.3,42.7,85.7,0.38,0.12,0.5,4.45
HlL,H. lanatus,low,23,6,33.2,14.6,46.5,94.3,0.35,0.15,0.49,4.55
HlL,H. lanatus,low,23,7,13.6,5.6,20.4,39.6,0.34,0.14,0.52,3.68
HlL,H. lanatus,low,23,8,28.7,13.6,41.2,83.5,0.34,0.16,0.49,4.42
HlL,H. lanatus,low,25,1,43.1,16.3,64.4,123.8,0.35,0.13,0.52,4.82
HlL,H. lanatus,low,25,2,30.8,11.7,41.3,83.8,0.37,0.14,0.49,4.43
HlL,H. lanatus,low,25,3,26.5,12,51.7,90.2,0.29,0.13,0.57,4.5
HlL,H. lanatus,low,25,4,33.1,17.8,46.5,97.4,0.34,0.18,0.48,4.58
HlL,H. lanatus,low,25,5,26.7,10.9,55.8,93.4,0.29,0.12,0.6,4.54
HlL,H. lanatus,low,25,6,25.6,12.1,35.8,73.5,0.35,0.16,0.49,4.3
HlL,H. lanatus,low,25,7,27.1,10.3,38.1,75.5,0.36,0.14,0.5,4.32
HlL,H. lanatus,low,25,8,44.9,20.7,65.1,130.7,0.34,0.16,0.5,4.87
HlL,H. lanatus,low,28,1,54.8,22.4,64.9,142.1,0.39,0.16,0.46,4.96
HlL,H. lanatus,low,28,2,20.6,10.8,33.4,64.8,0.32,0.17,0.52,4.17
HlL,H. lanatus,low,28,3,34.8,17.2,43.9,95.9,0.36,0.18,0.46,4.56
HlL,H. lanatus,low,28,4,42.5,21.2,55.2,118.9,0.36,0.18,0.46,4.78
HlL,H. lanatus,low,28,5,28.4,16.3,66.3,111,0.26,0.15,0.6,4.71
HlL,H. lanatus,low,28,6,39.5,17.1,73.9,130.5,0.3,0.13,0.57,4.87
HlL,H. lanatus,low,30,1,48.3,19.9,77.2,145.4,0.33,0.14,0.53,4.98
HlL,H. lanatus,low,30,2,24.3,10.6,40.9,75.8,0.32,0.14,0.54,4.33
HlL,H. lanatus,low,30,3,32.1,11.1,55.9,99.1,0.32,0.11,0.56,4.6
HlL,H. lanatus,low,30,4,65.6,29.7,113.3,208.6,0.31,0.14,0.54,5.34
HlL,H. lanatus,low,30,5,54.4,21.2,98,173.6,0.31,0.12,0.56,5.16
HlL,H. lanatus,low,30,6,71.8,34,107.4,213.2,0.34,0.16,0.5,5.36
HlL,H. lanatus,low,32,1,82.5,46,159.8,288.3,0.29,0.16,0.55,5.66
HlL,H. lanatus,low,32,2,35.1,15.6,54.7,105.4,0.33,0.15,0.52,4.66
HlL,H. lanatus,low,32,3,49.3,23.3,93.1,165.7,0.3,0.14,0.56,5.11
HlL,H. lanatus,low,32,4,63.1,27.5,118.7,209.3,0.3,0.13,0.57,5.34
HlL,H. lanatus,low,32,5,60.1,24.5,91.7,176.3,0.34,0.14,0.52,5.17
HlL,H. lanatus,low,32,6,46.1,20.3,89.5,155.9,0.3,0.13,0.57,5.05
HlL,H. lanatus,low,35,1,102.2,46.8,234.9,383.9,0.27,0.12,0.61,5.95
HlL,H. lanatus,low,35,2,71,40.6,149.8,261.4,0.27,0.16,0.57,5.57
HlL,H. lanatus,low,35,3,44.3,18,77.2,139.5,0.32,0.13,0.55,4.94
HlL,H. lanatus,low,35,4,45,20.6,78,143.6,0.31,0.14,0.54,4.97
HlL,H. lanatus,low,35,5,89.4,49.2,136,274.6,0.33,0.18,0.5,5.62
HlL,H. lanatus,low,35,6,60.3,27,113.5,200.8,0.3,0.13,0.57,5.3
HlL,H. lanatus,low,37,1,95.7,42,154.1,291.8,0.33,0.14,0.53,5.68
HlL,H. lanatus,low,37,2,63.6,34.8,88.5,186.9,0.34,0.19,0.47,5.23
HlL,H. lanatus,low,37,3,72.3,40.6,157.7,270.6,0.27,0.15,0.58,5.6
HlL,H. lanatus,low,37,4,88.8,70.2,122.6,281.6,0.32,0.25,0.44,5.64
HlL,H. lanatus,low,37,5,85.6,43.7,218.7,348,0.25,0.13,0.63,5.85
HlL,H. lanatus,low,37,6,101.8,46.4,154,302.2,0.34,0.15,0.51,5.71
HlL,H. lanatus,low,37,7,91.9,55.9,145.3,293.1,0.31,0.19,0.5,5.68
HlL,H. lanatus,low,37,8,54.7,27.1,103.5,185.3,0.3,0.15,0.56,5.22
HlL,H. lanatus,low,39,1,88.1,54.2,137.9,280.2,0.31,0.19,0.49,5.64
HlL,H. lanatus,low,39,2,82.4,34.4,125.7,242.5,0.34,0.14,0.52,5.49
HlL,H. lanatus,low,39,3,95.7,60.9,180.5,337.1,0.28,0.18,0.54,5.82
HlL,H. lanatus,low,39,4,67.7,25.6,97.9,191.2,0.35,0.13,0.51,5.25
HlL,H. lanatus,low,39,5,69.1,34.5,106.3,209.9,0.33,0.16,0.51,5.35
HlL,H. lanatus,low,39,6,81.9,50.4,102.3,234.6,0.35,0.21,0.44,5.46
HlL,H. lanatus,low,39,7,77.8,27.5,71.6,176.9,0.44,0.16,0.4,5.18
HlL,H. lanatus,low,39,8,109.2,53.8,142.2,305.2,0.36,0.18,0.47,5.72
HlL,H. lanatus,low,42,1,94.8,58.5,165,318.3,0.3,0.18,0.52,5.76
HlL,H. lanatus,low,42,2,70.4,41.9,130.5,242.8,0.29,0.17,0.54,5.49
HlL,H. lanatus,low,42,3,91.2,66,156.1,313.3,0.29,0.21,0.5,5.75
HlL,H. lanatus,low,42,4,73.2,70.3,163.1,306.6,0.24,0.23,0.53,5.73
HlL,H. lanatus,low,42,5,82.2,45.8,154.9,282.9,0.29,0.16,0.55,5.65
HlL,H. lanatus,low,42,6,120.6,59,188.3,367.9,0.33,0.16,0.51,5.91
HlL,H. lanatus,low,42,1,92.2,56,189.3,337.5,0.27,0.17,0.56,5.82
HlL,H. lanatus,low,42,2,96,50.5,162.6,309.1,0.31,0.16,0.53,5.73
HlL,H. lanatus,low,42,3,91.1,60.2,139.9,291.2,0.31,0.21,0.48,5.67
HlL,H. lanatus,low,42,4,93,57.5,141.1,291.6,0.32,0.2,0.48,5.68
HlL,H. lanatus,low,42,5,87.1,63.1,158.5,308.7,0.28,0.2,0.51,5.73
HlL,H. lanatus,low,42,6,91.9,50.5,160.1,302.5,0.3,0.17,0.53,5.71
